Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Andrea Vitiello,M,SBD,Raw,31.5,24-34,24-39,Senior,118.55,120,-275,285,295,,295,160,167.5,170,,170,275,-290,-292.5,,275,740,8,426.72,426.67,408.79,86.48,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Vittorio Giubertoni,M,SBD,Raw,34,24-34,24-39,Senior,104.75,105,270,285,292.5,,292.5,150,155,-157.5,,155,282.5,-302.5,325,,325,772.5,4,466.34,462.00,441.16,95.48,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Vincenzo Zara,M,SBD,Raw,27,24-34,24-39,Senior,70.27,74,195,205,-215,,205,125,132.5,-135,,132.5,220,235,242.5,,242.5,580,16,434.51,433.37,419.91,87.48,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Stefano Caneo,M,SBD,Raw,35.5,35-39,24-39,Senior,65.19,66,190,200,205,,205,120,127.5,132.5,,132.5,225,235,-245,,235,572.5,6,452.72,454.14,441.56,89.83,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Massimo Burattin,M,SBD,Raw,32,24-34,24-39,Senior,92.65,93,270,287.5,-292.5,,287.5,172.5,-180,180,,180,275,-297.5,297.5,,297.5,765,4,487.62,481.43,460.85,100.26,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Stefano Castro Florio,M,SBD,Raw,27.5,24-34,24-39,Senior,73.13,74,-215,222.5,-235,,222.5,140,147.5,150,,150,240,255,262.5,,262.5,635,5,463.09,460.64,445.57,93.80,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Matteo Fiumara,M,SBD,Raw,23,20-23,24-39,Senior,59,59,162.5,-170,-172.5,,162.5,92.5,97.5,102.5,,102.5,187.5,195,202.5,,202.5,467.5,2,400.12,404.94,395.80,77.36,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Daniel Tait,M,SBD,Raw,34.5,24-34,24-39,Senior,112.91,120,182.5,190,200,,200,137.5,-142.5,-142.5,,137.5,235,245,250,,250,587.5,17,344.62,343.09,328.19,70.16,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Simone Gargantini,M,SBD,Raw,30.5,24-34,24-39,Senior,92.79,93,225,240,250,,250,160,165,-170,,165,250,270,-285,,270,685,22,436.31,430.77,412.33,89.71,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Gabriele Verga,M,SBD,Raw,28,24-34,24-39,Senior,103.42,105,250,260,270,,270,180,187.5,-192.5,,187.5,290,312.5,-330,,312.5,770,5,467.26,462.62,441.73,95.74,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Federico Garavaglia,M,SBD,Raw,28.5,24-34,24-39,Senior,79.74,83,185,195,205,,205,120,125,-132.5,,125,215,225,-227.5,,225,555,34,383.43,379.68,365.88,78.41,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Mattia D'Alessandro,M,SBD,Raw,32.5,24-34,24-39,Senior,80.99,83,190,200,-207.5,,200,137.5,145,-147.5,,145,220,232.5,240,,240,585,20,400.49,396.32,381.66,81.99,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Vincenzo Cassarà,M,SBD,Raw,33.5,24-34,24-39,Senior,65.09,66,162.5,172.5,-180,,172.5,105,112.5,120,,120,185,200,-207.5,,200,492.5,16,389.91,391.18,380.37,77.34,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Riccardo Meloncelli,M,SBD,Raw,23.5,24-34,24-39,Senior,111.16,120,240,255,-265,,255,150,160,-165,,160,-295,295,-333.5,,295,710,11,418.87,416.51,398.21,85.39,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Andrea Pileggi,M,SBD,Raw,27.5,24-34,24-39,Senior,88.69,93,222.5,240,252.5,,252.5,165,175,182.5,,182.5,235,252.5,262.5,,262.5,697.5,15,454.38,448.66,430.28,93.40,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Simone Marsilio,M,SBD,Raw,27.5,24-34,24-39,Senior,81.31,83,170,180,-185,,180,120,125,127.5,,127.5,245,-255,260,,260,567.5,29,387.63,383.54,369.28,79.38,Yes,UAE,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Riccardo Barboni,M,SBD,Raw,24.5,24-34,24-39,Senior,91.85,93,220,232.5,240,,240,140,147.5,152.5,,152.5,240,255,265,,265,657.5,34,420.87,415.51,397.89,86.54,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Matteo Richichi,M,SBD,Raw,23.5,24-34,24-39,Senior,82.26,83,257.5,-270,-270,,257.5,162.5,167.5,-170,,167.5,270,290,-300,,290,715,3,485.14,479.82,461.74,99.42,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Luca Domizio,M,SBD,Raw,25.5,24-34,24-39,Senior,90.91,93,215,225,230,,230,142.5,150,-155,,150,217.5,227.5,235,,235,615,58,395.66,390.63,374.22,81.36,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Andrea Maiolino,M,SBD,Raw,25,24-34,24-39,Senior,73.09,74,200,205,,,205,125,127.5,130,,130,230,-240,,,230,565,19,412.19,410.03,396.62,83.48,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Carmelo Fratacci,M,SBD,Raw,33.5,24-34,24-39,Senior,62.33,66,130,135,142.5,,142.5,92.5,97.5,-100,,97.5,155,165,180,,180,420,33,343.80,346.20,337.37,67.49,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Giacomo Bindi,M,SBD,Raw,35.5,35-39,24-39,Senior,65.18,66,140,147.5,150,,150,-115,117.5,125,,125,155,165,175,,175,450,30,355.89,357.01,347.12,70.61,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Paolo Baccifava,M,SBD,Raw,34.5,24-34,24-39,Senior,72.49,74,180,-190,,,180,97.5,105,-110,,105,70,,,,70,355,46,260.40,259.17,250.79,52.68,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Steven Amariles,M,SBD,Raw,26.5,24-34,24-39,Senior,92.39,93,245,-255,-255,,245,140,147.5,-150,,147.5,260,-280,-280,,260,652.5,39,416.48,411.18,393.65,85.64,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Simone Pinto,M,SBD,Raw,36.5,35-39,24-39,Senior,76.15,83,180,-195,195,,195,130,140,-147.5,,140,245,252.5,260,,260,595,17,422.77,419.56,405.13,86.07,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Angelo Velardi,M,SBD,Raw,31.5,24-34,24-39,Senior,82.31,83,215,222.5,230,,230,140,-150,150,,150,245,255,265,,265,645,11,437.49,432.69,416.37,89.66,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Riccardo Zanti,M,SBD,Raw,30.5,24-34,24-39,Senior,98.81,105,255,270,277.5,,277.5,162.5,170,-175,,170,280,300,320,,320,767.5,6,474.88,469.37,448.40,97.51,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Andrea Di Matteo,M,SBD,Raw,33.5,24-34,24-39,Senior,73.94,74,207.5,-220,220,,220,135,142.5,-147.5,,142.5,235,250,-260,,250,612.5,9,443.47,440.83,426.21,89.96,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Lorenzo Cerveri,M,SBD,Raw,27.5,24-34,24-39,Senior,112.28,120,230,245,255,,255,165,172.5,-177.5,,172.5,-260,270,290,,290,717.5,10,421.73,419.68,401.38,85.90,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Leonardo Palmieri,M,SBD,Raw,27.5,24-34,24-39,Senior,92.97,93,215,230,-240,,230,120,130,-140,,130,240,260,275,,275,635,48,404.08,398.96,381.85,83.08,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Lorenzo Colombo,M,SBD,Raw,27.5,24-34,24-39,Senior,90.07,93,210,-225,-225,,210,110,120,-130,,120,250,265,-275,,265,595,63,384.58,379.69,363.89,79.07,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Mattia Ferro,M,SBD,Raw,25.5,24-34,24-39,Senior,90.66,93,200,210,220,,220,117.5,122.5,-130,,122.5,235,250,-260,,250,592.5,64,381.71,376.86,361.07,78.49,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Cristiano Zanotelli,M,SBD,Raw,33.5,24-34,24-39,Senior,91.62,93,230,240,-242.5,,240,-152.5,152.5,-162.5,,152.5,-300,-300,-300,,,,DQ,,,,,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Angelo Schembri,M,SBD,Raw,31.5,24-34,24-39,Senior,65.28,66,190,-200,200,,200,120,125,130,,130,205,220,-230,,220,550,10,434.48,435.79,423.69,86.24,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Alessio Erba,M,SBD,Raw,,24-34,24-39,Senior,92.8,93,220,230,240,,240,120,-125,125,,125,260,275,-280,,275,640,42,407.62,402.45,385.22,83.81,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Danilo Giovannini,M,SBD,Raw,26,24-34,24-39,Senior,85.29,93,170,182.5,-192.5,,182.5,135,137.5,-142.5,,137.5,190,205,215,,215,535,90,355.79,351.53,337.73,73.05,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Marco Passarelli,M,SBD,Raw,26,24-34,24-39,Senior,65.09,66,185,195,200,,200,137.5,142.5,147.5,,147.5,230,242.5,-261.5,,242.5,590,3,467.10,468.63,455.67,92.65,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Giuseppe Scotto Di Uccio,M,SBD,Raw,29,24-34,24-39,Senior,61.17,66,165,172.5,-180,,172.5,97.5,-102.5,-102.5,,97.5,205,-215,-215,,205,475,21,394.68,398.11,388.34,77.10,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Simone Del Mastro,M,SBD,Raw,28.5,24-34,24-39,Senior,86.07,93,220,230,-235,,230,122.5,127.5,,,127.5,260,-280,-280,,260,617.5,56,408.64,403.68,387.67,83.93,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Massimo Bedognetti,M,SBD,Raw,26.5,24-34,24-39,Senior,90.34,93,200,215,-225,,215,135,142.5,-147.5,,142.5,235,250,260,,260,617.5,57,398.52,393.46,377.03,81.94,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Matteo Crescimbeni,M,SBD,Raw,34.5,24-34,24-39,Senior,91.03,93,220,230,-240,,230,140,145,-150,,145,280,-282.5,-300,,280,655,36,421.12,415.76,398.27,86.59,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Davis Serrato,M,SBD,Raw,34.5,24-34,24-39,Senior,82.96,83,200,212.5,225,,225,-152.5,-157.5,-157.5,,,205,217.5,232.5,,232.5,,DQ,,,,,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Francesco Napoleoni,M,SBD,Raw,26.5,24-34,24-39,Senior,65.24,66,150,160,-165,,160,90,-95,-100,,90,190,202.5,210,,210,460,26,363.55,364.67,354.55,72.15,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Alberto D'Onofrio,M,SBD,Raw,25.5,24-34,24-39,Senior,73.22,74,170,-177.5,-182.5,,170,132.5,-137.5,-142.5,,132.5,185,195,210,,210,512.5,29,373.45,371.45,359.28,75.66,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Matteo Oliveri,M,SBD,Raw,29,24-34,24-39,Senior,95.49,105,-205,210,-225,,210,150,155,-160,,155,235,247.5,255,,255,620,30,389.59,384.77,367.91,80.08,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Marco Foscari,M,SBD,Raw,31,24-34,24-39,Senior,80.47,83,200,210,220,,220,140,145,-150,,145,240,250,-260,,250,615,13,422.61,418.32,402.96,86.48,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Filippo Pecchioli,M,SBD,Raw,26.5,24-34,24-39,Senior,73.8,74,212.5,225,230,,230,127.5,132.5,135,,135,245,260,-270,,260,625,7,453.08,450.44,435.53,91.89,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Salvatore Pezza,M,SBD,Raw,23.5,24-34,24-39,Senior,90.83,93,225,237.5,-242.5,,237.5,160,165,-170,,165,255,-270,-270,,255,657.5,32,423.19,417.81,400.27,87.02,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Alessandro Lo Grieco,M,SBD,Raw,,,,Senior,117.71,120,250,270,282.5,,282.5,160,170,-180,,170,280,300,315,,315,767.5,4,443.65,443.29,424.65,89.98,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Antonio Gerundino,M,SBD,Raw,29.5,24-34,24-39,Senior,87.4,93,180,192.5,-202.5,,192.5,125,132.5,137.5,,137.5,220,237.5,-242.5,,237.5,567.5,74,372.52,367.89,353.05,76.55,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Raffaele Alfiero,M,SBD,Raw,31.5,24-34,24-39,Senior,73.22,74,-212.5,217.5,-220,,217.5,122.5,127.5,-130,,127.5,245,260,-270,,260,605,10,440.85,438.49,424.12,89.31,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Francesco Di Salvio,M,SBD,Raw,26.5,24-34,24-39,Senior,65.84,66,165,172.5,180,,180,107.5,112.5,-115,,112.5,215,225,-235,,225,517.5,14,406.21,407.15,395.68,80.77,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Mario Iannace,M,SBD,Raw,26.5,24-34,24-39,Senior,65.83,66,160,-165,165,,165,100,-105,-105,,100,190,200,-210,,200,465,25,365.04,365.89,355.58,72.59,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Ciro Di Ruocco,M,SBD,Raw,24,24-34,24-39,Senior,79.02,83,135,-145,145,,145,95,100,-102.5,,100,155,160,-165,,160,405,68,281.32,278.67,268.66,57.48,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Damiano Capolongo,M,SBD,Raw,24,24-34,24-39,Senior,103.48,105,247.5,-255,255,,255,145,-150,-150,,145,252.5,267.5,-282.5,,267.5,667.5,15,404.97,400.95,382.85,82.98,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Nicolò Truglio,M,SBD,Raw,25,24-34,24-39,Senior,81.46,83,235,250,265,,265,127.5,-132.5,-132.5,,127.5,200,-220,-220,,200,592.5,18,404.27,399.98,385.08,82.80,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Christian Di Nella,M,SBD,Raw,23.5,24-34,24-39,Senior,65.65,66,192.5,202.5,207.5,,207.5,115,120,-125,,120,230,-240,-240,,230,557.5,7,438.55,439.67,427.34,87.15,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Andrea Colarusso,M,SBD,Raw,34.5,24-34,24-39,Senior,82.27,83,197.5,210,-212.5,,210,120,125,-127.5,,125,255,-267.5,-275,,255,590,19,400.30,395.91,380.99,82.04,Yes,,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Alfredo Orsini,M,SBD,Raw,24.5,24-34,24-39,Senior,104.28,105,265,275,285,,285,187.5,195,-200.5,,195,290,307.5,320,,320,800,3,483.82,479.21,457.58,99.09,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Francesco Boccasile,M,SBD,Raw,25,24-34,24-39,Senior,73.15,74,-205,205,210,,210,160,165,167.5,,167.5,275,288,293.5,,293.5,671,3,489.25,486.66,470.74,99.10,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Giancarlo Ozzimo,M,SBD,Raw,37.5,35-39,24-39,Senior,64.11,66,140,152.5,160,,160,95,100,105,,105,200,210,220,,220,485,20,388.42,390.18,379.68,76.78,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Stefano Allen,M,SBD,Raw,,,,Senior,103.68,105,-275,-275,-275,,,167.5,172.5,-175,,172.5,280,300,-310,,300,,DQ,,,,,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Emanuele Ventimiglia,M,SBD,Raw,26.5,24-34,24-39,Senior,65.14,66,190,202.5,-205,,202.5,132.5,142.5,-150,,142.5,217.5,227.5,-232.5,,227.5,572.5,5,452.98,454.43,441.86,89.87,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Giovannino Pinna,M,SBD,Raw,35,35-39,24-39,Senior,81.76,83,225,235,240,,240,160,165,-167.5,,165,245,260,270,,270,675,4,459.59,454.65,437.64,94.15,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Andrea Salaris,M,SBD,Raw,29,24-34,24-39,Senior,65.36,66,231.5,240,244,,244,120,127.5,130,,130,225,235,-240,,235,609,1,480.64,482.05,468.63,95.42,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Mirko Artosi,M,SBD,Raw,34,24-34,24-39,Senior,92.79,93,280,292.5,-300.5,,292.5,165,170,-172.5,,170,290,310,-320,,310,772.5,2,492.04,485.80,465.00,101.17,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
Nicola Atorino,M,SBD,Raw,29.5,24-34,24-39,Senior,92.15,93,265,275,280,,280,185,190,-192.5,,190,275,292.5,295,,295,765,3,488.90,482.68,462.15,100.53,Yes,Italy,,FIPL,IPF,2023-03-31,Italy,,S.Zenone al Lambro,6 gara nazionale classic senior M,Yes
